Species_ID	Gene_ID	Group	Annotation
Hsap	NP_005677.2	Sox	Sox-13
Cimi	XP_037593260.1	Sox	Sox-13
Bbub	XP_025133526.2	Sox	Sox-13
Cdid	XP_037680910.1	Sox	Sox-13
Lcat	XP_045391966.1	Sox	Sox-13
Csim	XP_004425199.1	Sox	Sox-13
Rfer	XP_032948937.1	Sox	Sox-13
Pgig	XP_039737775.1	Sox	Sox-13
Ggal	XP_025006442.1	Sox	Sox-6
Emax	XP_049746477.1	Sox	Sox-6
Ttru	XP_019804010.1	Sox	Sox-6
Hamp	XP_057604501.1	Sox	Sox-6
Opri	XP_058519285.1	Sox	Sox-6
Rfer	XP_032975662.1	Sox	Sox-6
Shar	XP_031797909.1	Sox	Sox-6
Bbub	XP_045018884.1	Sox	Sox-6
Dnov	XP_058161675.1	Sox	Sox-6
Oana	XP_039767308.1	Sox	Sox-6
Hsap	NP_001139291.2	Sox	Sox-6
Bmus	XP_036717651.1	Sox	Sox-6
Mjav	XP_036882886.1	Sox	Sox-6
Amel	XP_034501998.1	Sox	Sox-6
Equa	XP_046493708.1	Sox	Sox-6
Mdom	XP_007497087.2	Sox	Sox-6
Cpor	XP_023419042.1	Sox	Sox-6
Pgig	XP_039707456.1	Sox	Sox-6
Oafe	XP_007955001.1	Sox	Sox-6
Cdid	XP_037695265.1	Sox	Sox-6
Casi	XP_006865846.1	Sox	Sox-6
Cimi	XP_017381104.1	Sox	Sox-6
Mmus	XP_036008726.1	Sox	Sox-6
Ptig	XP_042815591.1	Sox	Sox-6
Pafr	XP_047632165.1	Sox	Sox-6
Tman	XP_023593283.1	Sox	Sox-6
Drot	XP_053780580.1	Sox	Sox-6
Mang	XP_054368007.1	Sox	Sox-6
Csim	XP_014642191.1	Sox	Sox-6
Scar	XP_047372506.1	Sox	Sox-6
Lcat	XP_045413549.1	Sox	Sox-6
Cdro	XP_010975526.2	Sox	Sox-6
Clup	XP_038425054.1	Sox	Sox-6
Emax	XP_049725376.1	Sox	Sox-18
Casi	XP_006873390.1	Sox	N/A
Oafe	XP_007952883.1	Sox	N/A
Mmus	NP_035577.1	Sox	Sox-8
Opri	XP_004596857.2	Sox	N/A
Cpor	XP_003478479.1	Sox	N/A
Oana	XP_028913325.1	Sox	Sox-8
Ggal	NP_990062.2	Sox	N/A
Cpor	XP_023421073.1	Sox	N/A
Cimi	XP_017378281.2	Sox	N/A
Cdid	XP_037702077.1	Sox	N/A
Shar	XP_031794321.1	Sox	N/A
Mdom	XP_016280870.1	Sox	N/A
Ggal	XP_040553151.1	Sox	N/A
Oana	XP_028913966.1	Sox	Sox-5
Lcat	XP_045422920.1	Sox	N/A
