Dataset	Group_of_genes	GO.ID	Term	Annotated	Significant	Expected	classicFisher
Mammalia	Group_1	GO:0035458	cellular_response_to_interferon-beta	21	5	0.63	0.00032
Mammalia	Group_1	GO:0048240	sperm_capacitation	25	5	0.75	0.00075
Mammalia	Group_1	GO:0001914	regulation_of_T_cell_mediated_cytotoxicity	25	5	0.75	0.00075
Mammalia	Group_1	GO:0002230	positive_regulation_of_defense_response_to_virus_by_host	27	5	0.81	0.00109
Mammalia	Group_1	GO:0002830	positive_regulation_of_type_2_immune_response	14	5	0.42	0.00192
Mammalia	Group_1	GO:0046596	regulation_of_viral_entry_into_host_cell	31	5	0.93	0.00208
Mammalia	Group_1	GO:0001774	microglial_cell_activation	35	5	1.05	0.00360
Mammalia	Group_1	GO:0140632	canonical_inflammasome_complex_assembly	35	5	1.05	0.00360
Mammalia	Group_1	GO:0006953	acute-phase_response	38	5	1.14	0.00518
Mammalia	Group_1	GO:0140374	antiviral_innate_immune_response	41	5	1.22	0.00719
Mammalia	Group_1	GO:0001912	positive_regulation_of_leukocyte_mediated_cytotoxicity	42	5	1.25	0.00797
Mammalia	Group_1	GO:0032720	negative_regulation_of_tumor_necrosis_factor_production	47	5	1.4	0.01273
Mammalia	Group_1	GO:0034113	heterotypic_cell-cell_adhesion	47	5	1.4	0.01273
Mammalia	Group_1	GO:1903556	negative_regulation_of_tumor_necrosis_factor_superfamily_cytokine_production	49	5	1.46	0.01508
Mammalia	Group_1	GO:0070228	regulation_of_lymphocyte_apoptotic_process	50	5	1.49	0.01635
Mammalia	Group_1	GO:0001961	positive_regulation_of_cytokine-mediated_signaling_pathway	50	5	1.49	0.01635
Mammalia	Group_1	GO:0060760	positive_regulation_of_response_to_cytokine_stimulus	57	5	1.7	0.02732
Mammalia	Group_1	GO:0038034	signal_transduction_in_absence_of_ligand	59	5	1.76	0.03114
Mammalia	Group_1	GO:0097192	extrinsic_apoptotic_signaling_pathway_in_absence_of_ligand	59	5	1.76	0.03114
Mammalia	Group_1	GO:0071260	cellular_response_to_mechanical_stimulus	60	5	1.79	0.03317
Mammalia	Group_1	GO:0031640	killing_of_cells_of_another_organism	64	5	1.91	0.04210
Mammalia	Group_1	GO:0061844	antimicrobial_humoral_immune_response_mediated_by_antimicrobial_peptide	64	5	1.91	0.04210
Mammalia	Group_1	GO:0002227	innate_immune_response_in_mucosa	11	4	0.33	0.00022
Mammalia	Group_1	GO:0035455	response_to_interferon-alpha	14	4	0.42	0.00062
Mammalia	Group_1	GO:0048245	eosinophil_chemotaxis	17	4	0.51	0.00137
Mammalia	Group_1	GO:0072540	T-helper_17_cell_lineage_commitment	17	4	0.51	0.00137
Mammalia	Group_1	GO:0002717	positive_regulation_of_natural_killer_cell_mediated_immunity	21	4	0.63	0.00314
Mammalia	Group_1	GO:0032740	positive_regulation_of_interleukin-17_production	23	4	0.69	0.00443
Mammalia	Group_1	GO:0043032	positive_regulation_of_macrophage_activation	23	4	0.69	0.00443
Mammalia	Group_1	GO:0070498	interleukin-1-mediated_signaling_pathway	24	4	0.72	0.00519
Mammalia	Group_1	GO:0070269	pyroptotic_inflammatory_response	26	4	0.78	0.00697
Mammalia	Group_1	GO:0031295	T_cell_costimulation	27	4	0.81	0.00800
Mammalia	Group_1	GO:0019884	antigen_processing_and_presentation_of_exogenous_antigen	28	4	0.84	0.00911
Mammalia	Group_1	GO:0002446	neutrophil_mediated_immunity	29	4	0.87	0.01033
Mammalia	Group_1	GO:2000352	negative_regulation_of_endothelial_cell_apoptotic_process	30	4	0.9	0.01164
Mammalia	Group_1	GO:0032743	positive_regulation_of_interleukin-2_production	30	4	0.9	0.01164
Mammalia	Group_1	GO:1900225	regulation_of_NLRP3_inflammasome_complex_assembly	30	4	0.9	0.01164
Mammalia	Group_1	GO:0043330	response_to_exogenous_dsRNA	31	4	0.93	0.01306
Mammalia	Group_1	GO:0046006	regulation_of_activated_T_cell_proliferation	32	4	0.96	0.01458
Mammalia	Group_1	GO:0032814	regulation_of_natural_killer_cell_activation	32	4	0.96	0.01458
Mammalia	Group_1	GO:0044546	NLRP3_inflammasome_complex_assembly	33	4	0.99	0.01621
Mammalia	Group_1	GO:0050798	activated_T_cell_proliferation	34	4	1.02	0.01795
Mammalia	Group_1	GO:0006968	cellular_defense_response	34	4	1.02	0.01795
Mammalia	Group_1	GO:0002701	negative_regulation_of_production_of_molecular_mediator_of_immune_response	35	4	1.05	0.01980
Mammalia	Group_1	GO:0043331	response_to_dsRNA	36	4	1.08	0.02176
Mammalia	Group_1	GO:0002691	regulation_of_cellular_extravasation	38	4	1.14	0.02604
Mammalia	Group_1	GO:2000351	regulation_of_endothelial_cell_apoptotic_process	43	4	1.28	0.03879
Mammalia	Group_1	GO:0032653	regulation_of_interleukin-10_production	45	4	1.34	0.04473
Mammalia	Group_1	GO:0032613	interleukin-10_production	45	4	1.34	0.04473
Mammalia	Group_1	GO:0045624	positive_regulation_of_T-helper_cell_differentiation	17	4	0.51	0.04786
Mammalia	Group_1	GO:0043666	regulation_of_phosphoprotein_phosphatase_activity	46	4	1.37	0.04788
Mammalia	Group_1	GO:1904894	positive_regulation_of_receptor_signaling_pathway_via_STAT	46	4	1.37	0.04788
Mammalia	Group_1	GO:0038095	Fc-epsilon_receptor_signaling_pathway	5	3	0.15	0.00025
Mammalia	Group_1	GO:0045959	negative_regulation_of_complement_activation,_classical_pathway	5	3	0.15	0.00025
Mammalia	Group_1	GO:0051838	cytolysis_by_host_of_symbiont_cells	8	3	0.24	0.00133
Mammalia	Group_1	GO:0097527	necroptotic_signaling_pathway	8	3	0.24	0.00133
Mammalia	Group_1	GO:0006924	activation-induced_cell_death_of_T_cells	10	3	0.3	0.00272
Mammalia	Group_1	GO:1901731	positive_regulation_of_platelet_aggregation	10	3	0.3	0.00272
Mammalia	Group_1	GO:2000551	regulation_of_T-helper_2_cell_cytokine_production	10	3	0.3	0.00272
Mammalia	Group_1	GO:0007343	egg_activation	11	3	0.33	0.00365
Mammalia	Group_1	GO:0035723	interleukin-15-mediated_signaling_pathway	11	3	0.33	0.00365
Mammalia	Group_1	GO:0150079	negative_regulation_of_neuroinflammatory_response	12	3	0.36	0.00476
Mammalia	Group_1	GO:0002323	natural_killer_cell_activation_involved_in_immune_response	13	3	0.39	0.00606
Mammalia	Group_1	GO:0032197	retrotransposition	13	3	0.39	0.00606
Mammalia	Group_1	GO:0060046	regulation_of_acrosome_reaction	13	3	0.39	0.00606
Mammalia	Group_1	GO:0072683	T_cell_extravasation	13	3	0.39	0.00606
Mammalia	Group_1	GO:0043306	positive_regulation_of_mast_cell_degranulation	14	3	0.42	0.00754
Mammalia	Group_1	GO:0006957	complement_activation,_alternative_pathway	14	3	0.42	0.00754
Mammalia	Group_1	GO:0050855	regulation_of_B_cell_receptor_signaling_pathway	14	3	0.42	0.00754
Mammalia	Group_1	GO:0023035	CD40_signaling_pathway	14	3	0.42	0.00754
Mammalia	Group_1	GO:1903027	regulation_of_opsonization	14	3	0.42	0.00754
Mammalia	Group_1	GO:0002710	negative_regulation_of_T_cell_mediated_immunity	15	3	0.45	0.00922
Mammalia	Group_1	GO:0043031	negative_regulation_of_macrophage_activation	15	3	0.45	0.00922
Mammalia	Group_1	GO:0046597	negative_regulation_of_viral_entry_into_host_cell	16	3	0.48	0.01110
Mammalia	Group_1	GO:0002888	positive_regulation_of_myeloid_leukocyte_mediated_immunity	17	3	0.51	0.01318
Mammalia	Group_1	GO:0002827	positive_regulation_of_T-helper_1_type_immune_response	18	3	0.54	0.01548
Mammalia	Group_1	GO:0045346	regulation_of_MHC_class_II_biosynthetic_process	18	3	0.54	0.01548
Mammalia	Group_1	GO:0042832	defense_response_to_protozoan	19	3	0.57	0.01798
Mammalia	Group_1	GO:0040019	positive_regulation_of_embryonic_development	19	3	0.57	0.01798
Mammalia	Group_1	GO:0060340	positive_regulation_of_type_I_interferon-mediated_signaling_pathway	19	3	0.57	0.01798
Mammalia	Group_1	GO:0060333	type_II_interferon-mediated_signaling_pathway	19	3	0.57	0.01798
Mammalia	Group_1	GO:0045342	MHC_class_II_biosynthetic_process	19	3	0.57	0.01798
Mammalia	Group_1	GO:0032753	positive_regulation_of_interleukin-4_production	20	3	0.6	0.02069
Mammalia	Group_1	GO:0001916	positive_regulation_of_T_cell_mediated_cytotoxicity	20	3	0.6	0.02069
Mammalia	Group_1	GO:0001562	response_to_protozoan	21	3	0.63	0.02362
Mammalia	Group_1	GO:1903901	negative_regulation_of_viral_life_cycle	21	3	0.63	0.02362
Mammalia	Group_1	GO:0035821	modulation_of_process_of_another_organism	21	3	0.63	0.02362
Mammalia	Group_1	GO:0002726	positive_regulation_of_T_cell_cytokine_production	22	3	0.66	0.02675
Mammalia	Group_1	GO:0042104	positive_regulation_of_activated_T_cell_proliferation	22	3	0.66	0.02675
Mammalia	Group_1	GO:0010743	regulation_of_macrophage_derived_foam_cell_differentiation	25	3	0.75	0.03742
Mammalia	Group_1	GO:0032673	regulation_of_interleukin-4_production	25	3	0.75	0.03742
Mammalia	Group_1	GO:0032633	interleukin-4_production	25	3	0.75	0.03742
Mammalia	Group_1	GO:0071354	cellular_response_to_interleukin-6	26	3	0.78	0.04140
Mammalia	Group_1	GO:0010922	positive_regulation_of_phosphatase_activity	26	3	0.78	0.04140
Mammalia	Group_1	GO:1902019	regulation_of_cilium-dependent_cell_motility	28	3	0.84	0.04995
Mammalia	Group_1	GO:0070741	response_to_interleukin-6	28	3	0.84	0.04995
Mammalia	Group_1	GO:0060295	regulation_of_cilium_movement_involved_in_cell_motility	28	3	0.84	0.04995
Mammalia	Group_1	GO:0042269	regulation_of_natural_killer_cell_mediated_cytotoxicity	28	3	0.84	0.04995
Mammalia	Group_1	GO:0097528	execution_phase_of_necroptosis	2	2	0.06	0.00089
Mammalia	Group_1	GO:1903660	negative_regulation_of_complement-dependent_cytotoxicity	2	2	0.06	0.00089
Mammalia	Group_1	GO:0030887	positive_regulation_of_myeloid_dendritic_cell_activation	2	2	0.06	0.00089
Mammalia	Group_1	GO:0009609	response_to_symbiotic_bacterium	4	2	0.12	0.00513
Mammalia	Group_1	GO:0048006	antigen_processing_and_presentation,_endogenous_lipid_antigen_via_MHC_class_Ib	4	2	0.12	0.00513
Mammalia	Group_1	GO:0002765	immune_response-inhibiting_signal_transduction	5	2	0.15	0.00839
Mammalia	Group_1	GO:0045630	positive_regulation_of_T-helper_2_cell_differentiation	5	2	0.15	0.00839
Mammalia	Group_1	GO:0043313	regulation_of_neutrophil_degranulation	6	2	0.18	0.01233
Mammalia	Group_1	GO:0106300	protein-DNA_covalent_cross-linking_repair	6	2	0.18	0.01233
Mammalia	Group_1	GO:0060545	positive_regulation_of_necroptotic_process	6	2	0.18	0.01233
Mammalia	Group_1	GO:0002826	negative_regulation_of_T-helper_1_type_immune_response	6	2	0.18	0.01233
Mammalia	Group_1	GO:0033141	positive_regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein	6	2	0.18	0.01233
Mammalia	Group_1	GO:0060332	positive_regulation_of_response_to_type_II_interferon	6	2	0.18	0.01233
Mammalia	Group_1	GO:0060335	positive_regulation_of_type_II_interferon-mediated_signaling_pathway	6	2	0.18	0.01233
Mammalia	Group_1	GO:0048007	antigen_processing_and_presentation,_exogenous_lipid_antigen_via_MHC_class_Ib	6	2	0.18	0.01233
Mammalia	Group_1	GO:2000659	regulation_of_interleukin-1-mediated_signaling_pathway	6	2	0.18	0.01233
Mammalia	Group_1	GO:0045341	MHC_class_I_biosynthetic_process	6	2	0.18	0.01233
Mammalia	Group_1	GO:0045343	regulation_of_MHC_class_I_biosynthetic_process	6	2	0.18	0.01233
Mammalia	Group_1	GO:0001781	neutrophil_apoptotic_process	7	2	0.21	0.01693
Mammalia	Group_1	GO:0002372	myeloid_dendritic_cell_cytokine_production	7	2	0.21	0.01693
Mammalia	Group_1	GO:0002733	regulation_of_myeloid_dendritic_cell_cytokine_production	7	2	0.21	0.01693
Mammalia	Group_1	GO:0002735	positive_regulation_of_myeloid_dendritic_cell_cytokine_production	7	2	0.21	0.01693
Mammalia	Group_1	GO:0038196	type_III_interferon-mediated_signaling_pathway	7	2	0.21	0.01693
Mammalia	Group_1	GO:0060467	negative_regulation_of_fertilization	7	2	0.21	0.01693
Mammalia	Group_1	GO:0060468	prevention_of_polyspermy	7	2	0.21	0.01693
Mammalia	Group_1	GO:0062100	positive_regulation_of_programmed_necrotic_cell_death	7	2	0.21	0.01693
Mammalia	Group_1	GO:0071358	cellular_response_to_type_III_interferon	7	2	0.21	0.01693
Mammalia	Group_1	GO:0010940	positive_regulation_of_necrotic_cell_death	7	2	0.21	0.01693
Mammalia	Group_1	GO:0042796	snRNA_transcription_by_RNA_polymerase_III	8	2	0.24	0.02213
Mammalia	Group_1	GO:0043312	neutrophil_degranulation	8	2	0.24	0.02213
Mammalia	Group_1	GO:1903589	positive_regulation_of_blood_vessel_endothelial_cell_proliferation_involved_in_sprouting_angiogenesis	8	2	0.24	0.02213
Mammalia	Group_1	GO:0006977	DNA_damage_response,_signal_transduction_by_p53_class_mediator_resulting_in_cell_cycle_arrest	8	2	0.24	0.02213
Mammalia	Group_1	GO:0038110	interleukin-2-mediated_signaling_pathway	8	2	0.24	0.02213
Mammalia	Group_1	GO:0002638	negative_regulation_of_immunoglobulin_production	8	2	0.24	0.02213
Mammalia	Group_1	GO:0032650	regulation_of_interleukin-1_alpha_production	8	2	0.24	0.02213
Mammalia	Group_1	GO:0035771	interleukin-4-mediated_signaling_pathway	8	2	0.24	0.02213
Mammalia	Group_1	GO:0032610	interleukin-1_alpha_production	8	2	0.24	0.02213
Mammalia	Group_1	GO:0071352	cellular_response_to_interleukin-2	8	2	0.24	0.02213
Mammalia	Group_1	GO:2000553	positive_regulation_of_T-helper_2_cell_cytokine_production	8	2	0.24	0.02213
Mammalia	Group_1	GO:0034342	response_to_type_III_interferon	8	2	0.24	0.02213
Mammalia	Group_1	GO:0044406	adhesion_of_symbiont_to_host	9	2	0.27	0.02789
Mammalia	Group_1	GO:0045625	regulation_of_T-helper_1_cell_differentiation	9	2	0.27	0.02789
Mammalia	Group_1	GO:0033139	regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein	9	2	0.27	0.02789
Mammalia	Group_1	GO:0061518	microglial_cell_proliferation	9	2	0.27	0.02789
Mammalia	Group_1	GO:0070669	response_to_interleukin-2	9	2	0.27	0.02789
Mammalia	Group_1	GO:0010918	positive_regulation_of_mitochondrial_membrane_potential	9	2	0.27	0.02789
Mammalia	Group_1	GO:1902563	regulation_of_neutrophil_activation	10	2	0.3	0.03419
Mammalia	Group_1	GO:0002430	complement_receptor_mediated_signaling_pathway	10	2	0.3	0.03419
Mammalia	Group_1	GO:0032754	positive_regulation_of_interleukin-5_production	10	2	0.3	0.03419
Mammalia	Group_1	GO:0010526	retrotransposon_silencing	10	2	0.3	0.03419
Mammalia	Group_1	GO:0010528	regulation_of_transposition	10	2	0.3	0.03419
Mammalia	Group_1	GO:0010529	negative_regulation_of_transposition	10	2	0.3	0.03419
Mammalia	Group_1	GO:1902563	regulation_of_neutrophil_activation	10	2	0.3	0.03419
Mammalia	Group_1	GO:0150078	positive_regulation_of_neuroinflammatory_response	11	2	0.33	0.04097
Mammalia	Group_1	GO:0097011	cellular_response_to_granulocyte_macrophage_colony-stimulating_factor_stimulus	11	2	0.33	0.04097
Mammalia	Group_1	GO:0097012	response_to_granulocyte_macrophage_colony-stimulating_factor	11	2	0.33	0.04097
Mammalia	Group_1	GO:0002732	positive_regulation_of_dendritic_cell_cytokine_production	11	2	0.33	0.04097
Mammalia	Group_1	GO:0032736	positive_regulation_of_interleukin-13_production	11	2	0.33	0.04097
Mammalia	Group_1	GO:1901857	positive_regulation_of_cellular_respiration	11	2	0.33	0.04097
Mammalia	Group_1	GO:0061517	macrophage_proliferation	11	2	0.33	0.04097
Mammalia	Group_1	GO:1900226	negative_regulation_of_NLRP3_inflammasome_complex_assembly	11	2	0.33	0.04097
Mammalia	Group_1	GO:0051770	positive_regulation_of_nitric-oxide_synthase_biosynthetic_process	11	2	0.33	0.04097
Mammalia	Group_1	GO:0032306	regulation_of_prostaglandin_secretion	12	2	0.36	0.04822
Mammalia	Group_1	GO:0032308	positive_regulation_of_prostaglandin_secretion	12	2	0.36	0.04822
Mammalia	Group_1	GO:0042501	serine_phosphorylation_of_STAT_protein	12	2	0.36	0.04822
Mammalia	Group_1	GO:0060330	regulation_of_response_to_type_II_interferon	12	2	0.36	0.04822
Mammalia	Group_1	GO:0060334	regulation_of_type_II_interferon-mediated_signaling_pathway	12	2	0.36	0.04822
Mammalia	Group_1	GO:0018003	peptidyl-lysine_N6-acetylation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0002384	hepatic_immune_response	1	1	0.03	0.02987
Mammalia	Group_1	GO:1905223	epicardium_morphogenesis	1	1	0.03	0.02987
Mammalia	Group_1	GO:0002450	B_cell_antigen_processing_and_presentation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0002470	plasmacytoid_dendritic_cell_antigen_processing_and_presentation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0072343	pancreatic_stellate_cell_proliferation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0010185	regulation_of_cellular_defense_response	1	1	0.03	0.02987
Mammalia	Group_1	GO:0010186	positive_regulation_of_cellular_defense_response	1	1	0.03	0.02987
Mammalia	Group_1	GO:0098784	biofilm_matrix_organization	1	1	0.03	0.02987
Mammalia	Group_1	GO:0098786	biofilm_matrix_disassembly	1	1	0.03	0.02987
Mammalia	Group_1	GO:0016068	type_I_hypersensitivity	1	1	0.03	0.02987
Mammalia	Group_1	GO:0035397	helper_T_cell_enhancement_of_adaptive_immune_response	1	1	0.03	0.02987
Mammalia	Group_1	GO:0072139	glomerular_parietal_epithelial_cell_differentiation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0140121	Lewy_body_formation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0140122	regulation_of_Lewy_body_formation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0140123	negative_regulation_of_Lewy_body_formation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0030186	melatonin_metabolic_process	1	1	0.03	0.02987
Mammalia	Group_1	GO:0030187	melatonin_biosynthetic_process	1	1	0.03	0.02987
Mammalia	Group_1	GO:0071660	positive_regulation_of_IP-10_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0060097	cytoskeletal_rearrangement_involved_in_phagocytosis,_engulfment	1	1	0.03	0.02987
Mammalia	Group_1	GO:0051041	positive_regulation_of_calcium-independent_cell-cell_adhesion	1	1	0.03	0.02987
Mammalia	Group_1	GO:2000422	regulation_of_eosinophil_chemotaxis	1	1	0.03	0.02987
Mammalia	Group_1	GO:2000424	positive_regulation_of_eosinophil_chemotaxis	1	1	0.03	0.02987
Mammalia	Group_1	GO:0032759	positive_regulation_of_TRAIL_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0032723	positive_regulation_of_connective_tissue_growth_factor_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:1901251	positive_regulation_of_lung_goblet_cell_differentiation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0032745	positive_regulation_of_interleukin-21_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0051977	lysophospholipid_transport	1	1	0.03	0.02987
Mammalia	Group_1	GO:1901247	negative_regulation_of_lung_ciliated_cell_differentiation	1	1	0.03	0.02987
Mammalia	Group_1	GO:1901249	regulation_of_lung_goblet_cell_differentiation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0070246	natural_killer_cell_apoptotic_process	1	1	0.03	0.02987
Mammalia	Group_1	GO:0070247	regulation_of_natural_killer_cell_apoptotic_process	1	1	0.03	0.02987
Mammalia	Group_1	GO:1902310	positive_regulation_of_peptidyl-serine_dephosphorylation	1	1	0.03	0.02987
Mammalia	Group_1	GO:2000229	regulation_of_pancreatic_stellate_cell_proliferation	1	1	0.03	0.02987
Mammalia	Group_1	GO:1904784	NLRP1_inflammasome_complex_assembly	1	1	0.03	0.02987
Mammalia	Group_1	GO:2000231	positive_regulation_of_pancreatic_stellate_cell_proliferation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0150140	regulation_of_CD86_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0150142	positive_regulation_of_CD86_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0150143	regulation_of_CD80_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0150145	positive_regulation_of_CD80_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0032665	regulation_of_interleukin-21_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0032679	regulation_of_TRAIL_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0032625	interleukin-21_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0032639	TRAIL_production	1	1	0.03	0.02987
Mammalia	Group_1	GO:0090320	regulation_of_chylomicron_remnant_clearance	1	1	0.03	0.02987
Mammalia	Group_1	GO:0090321	positive_regulation_of_chylomicron_remnant_clearance	1	1	0.03	0.02987
Mammalia	Group_1	GO:1900450	negative_regulation_of_glutamate_receptor_signaling_pathway	1	1	0.03	0.02987
Mammalia	Group_1	GO:0120042	negative_regulation_of_macrophage_proliferation	1	1	0.03	0.02987
Mammalia	Group_1	GO:1903916	regulation_of_endoplasmic_reticulum_stress-induced_eIF2_alpha_dephosphorylation	1	1	0.03	0.02987
Mammalia	Group_1	GO:1903917	positive_regulation_of_endoplasmic_reticulum_stress-induced_eIF2_alpha_dephosphorylation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0036496	regulation_of_translational_initiation_by_eIF2_alpha_dephosphorylation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0036497	eIF2alpha_dephosphorylation_in_response_to_endoplasmic_reticulum_stress	1	1	0.03	0.02987
Mammalia	Group_1	GO:1901625	cellular_response_to_ergosterol	1	1	0.03	0.02987
Mammalia	Group_1	GO:0160006	Fc_receptor-mediated_immune_complex_endocytosis	1	1	0.03	0.02987
Mammalia	Group_1	GO:0036153	triglyceride_acyl-chain_remodeling	1	1	0.03	0.02987
Mammalia	Group_1	GO:0036155	acylglycerol_acyl-chain_remodeling	1	1	0.03	0.02987
Mammalia	Group_1	GO:0046603	negative_regulation_of_mitotic_centrosome_separation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0050902	leukocyte_adhesive_activation	1	1	0.03	0.02987
Mammalia	Group_1	GO:0034156	negative_regulation_of_toll-like_receptor_7_signaling_pathway	1	1	0.03	0.02987
Mammalia	Group_1	GO:1905151	negative_regulation_of_voltage-gated_sodium_channel_activity	1	1	0.03	0.02987
